# GitHub repository-search snapshot
# Query family: webmcp created:YYYY-MM-DD fork:false
# Snapshot date: 2026-09-02 (Asia/Kolkata)
# Scope: repositories created from 2026-08-25 through 2026-09-02 inclusive.
# Important: a search match is not proof that the repository implements the current WebMCP API.
# Columns: repo, created_at, stars, language, description, homepage, github_url
repo	created_at	stars	language	description	homepage	github_url
g1mliii/pantryos	2026-08-26T01:26:27Z	0	TypeScript	Local-first kitchen inventory and recipe collaboration through WebMCP	https://pantryos.pressplay-subai.workers.dev	https://github.com/g1mliii/pantryos
harshpuri84/ladder-webmcp	2026-08-26T18:51:12Z	0	TypeScript	Pull requests for agent actions. A WebMCP app where an agent proposes a change, a human sees its real blast radius, cuts it down, and only that lands.		https://github.com/harshpuri84/ladder-webmcp
himanshu748/graft-webmcp	2026-08-26T16:28:12Z	0	TypeScript	A governed tool layer for websites that never shipped one, built for the WebMCP Challenge.	https://graft-webmcp.vercel.app	https://github.com/himanshu748/graft-webmcp
hkaiser155/architecture-war-room	2026-08-26T04:16:23Z	0	TypeScript	Shared software architecture workbench for engineers and AI agents, powered by browser-native WebMCP tools.		https://github.com/hkaiser155/architecture-war-room
hrithiksaini99/policypilot	2026-08-26T09:44:27Z	0	TypeScript	Agent-native incident operations room built on WebMCP: browser-resident tools an AI agent can call, with read-only inspection, non-executing rollback previews, and a human approval gate		https://github.com/hrithiksaini99/policypilot
huangdijia/webmcp-todo-lab	2026-08-26T13:35:26Z	1	TypeScript	WebMCP 待办实验室		https://github.com/huangdijia/webmcp-todo-lab
iagocavalcante/sensorium	2026-08-26T15:06:37Z	0	TypeScript	A human-agent browser laboratory powered by WebMCP and Web APIs	https://sensorium-devsnorte.fly.dev/	https://github.com/iagocavalcante/sensorium
iket72183-collab/bdt-callbridge	2026-08-26T02:06:14Z	0	TypeScript	WebMCP-powered multilingual recruiting experience for The WebMCP Challenge		https://github.com/iket72183-collab/bdt-callbridge
ikoshele/voxel-webmcp	2026-08-26T20:39:12Z	0	TypeScript			https://github.com/ikoshele/voxel-webmcp
insightlabs38-pixel/InfraTwin	2026-08-26T02:45:07Z	0	TypeScript	Browser-native network change planning where engineers and WebMCP agents collaborate on the same live ChangePlan with deterministic analysis and verified optimization.	https://infra-twin-web-pi.vercel.app	https://github.com/insightlabs38-pixel/InfraTwin
jack-chaudier/pylos-witness	2026-08-26T21:13:46Z	0	TypeScript	A WebMCP decision gate that makes agents prove what they remember.		https://github.com/jack-chaudier/pylos-witness
jacksmethurst/WebMCP-a11y	2026-08-26T15:42:38Z	0				https://github.com/jacksmethurst/WebMCP-a11y
jianwang-ntu/sieve-webmcp	2026-08-26T11:03:28Z	0	JavaScript	Sieve - an agent-native screening desk built for The WebMCP Challenge. An agent may propose any screening decision and may never enact one.	https://jianwang-ntu.github.io/sieve-webmcp/	https://github.com/jianwang-ntu/sieve-webmcp
joeblas/verdant	2026-08-26T15:57:28Z	0	TypeScript	A relaxing 3D garden you tend together with an AI agent, via WebMCP. Built for the OpenAI WebMCP Challenge.		https://github.com/joeblas/verdant
jongan69/RoarCAD	2026-08-26T00:09:54Z	0	TypeScript	Transparent WebMCP-assisted PCB design and manufacturing handoff	https://roarcad.vercel.app	https://github.com/jongan69/RoarCAD
joshuaswarren/remnic-canvas	2026-08-26T15:11:16Z	0	TypeScript	Shared memory for you and your browser agent, on one web page. WebMCP + Remnic. OpenAI WebMCP Challenge entry.		https://github.com/joshuaswarren/remnic-canvas
kujolang/workcell-studio	2026-08-26T02:26:14Z	0	JavaScript	A WebMCP-native workspace for bounded, verifiable human-agent software development with Kujo Workcell		https://github.com/kujolang/workcell-studio
lazycheese/coauth	2026-08-26T22:19:44Z	0	TypeScript	CoAuth — agent-native prior-authorization cockpit (WebMCP Challenge)		https://github.com/lazycheese/coauth
leaflanellc/zingposts	2026-08-26T14:08:22Z	0	TypeScript	A WebMCP-native marketplace where people and outside agents organize, research, negotiate, and trade interesting things together.	https://zingposts.com	https://github.com/leaflanellc/zingposts
leofratu/oai-hackathon	2026-08-26T11:37:26Z	0	JavaScript	Online browser model training with human labels and nine WebMCP tools	https://leofratu.github.io/oai-hackathon/	https://github.com/leofratu/oai-hackathon
link1345/gua-sample-actiongame	2026-08-26T03:40:26Z	0	GDScript	A cooperative Godot browser action game where a human field operator and AI control-room partner complete a mission together through Gua Semantic UI and experimental WebMCP. (WebMCP Challenge entry)	https://link1345.github.io/gua-sample-actiongame/	https://github.com/link1345/gua-sample-actiongame
link1345/webmcp-docs	2026-08-26T07:01:30Z	0	TypeScript			https://github.com/link1345/webmcp-docs
lsantos2000/patchwork-webmcp	2026-08-26T18:19:12Z	0	TypeScript	A human-in-the-loop neighbourhood action exchange powered by WebMCP.		https://github.com/lsantos2000/patchwork-webmcp
lsbvc/WerewolfMCP	2026-08-26T19:37:32Z	0	TypeScript	A lightweight multiplayer social-deduction game where people and WebMCP agents investigate together.	https://werewolfmcp.pages.dev	https://github.com/lsbvc/WerewolfMCP
lsh2546/proofboard-webmcp	2026-08-26T07:16:17Z	0	TypeScript	Evidence-first WebMCP decision workspace where agents investigate and humans decide.		https://github.com/lsh2546/proofboard-webmcp
mariohercules/derelict	2026-08-26T12:23:27Z	1	TypeScript	DERELICT — an asymmetric human+AI co-op escape room. You play the ship; your AI agent runs its systems through 31 live WebMCP tools. Three chapters, four joint-ritual endings, seeded ships where every run is unique, EN/pt-BR.	https://derelict-game.vercel.app	https://github.com/mariohercules/derelict
markbrazinski/wellauth	2026-08-26T13:38:29Z	0	JavaScript	WellAuth — WebMCP Challenge: agent-assisted prior authorization over synthetic FHIR R4		https://github.com/markbrazinski/wellauth
markneville/trusted-webmcp-actions	2026-08-26T00:37:17Z	0	TypeScript	Verifiable authority for consequential WebMCP browser-agent actions.	https://markneville.github.io/trusted-webmcp-actions/	https://github.com/markneville/trusted-webmcp-actions
martonnagy/bc-webmcp	2026-08-26T07:29:40Z	0	AL	Turn Business Central into an agent-native ERP		https://github.com/martonnagy/bc-webmcp
mayaplanb7539-art/Web-MCP-server-generate-aiexperimentbd-	2026-08-26T22:43:00Z	0		├── Dockerfile├── README.md├── package.json├── tsconfig.json└── src├── agent.ts     # Core Gemini 3.5 Agent loop & WebMCP function handler├── index.ts     # Express server & Cloud Run HTTP entrypoints└── types.ts     # TypeScript schemas & task state models		https://github.com/mayaplanb7539-art/Web-MCP-server-generate-aiexperimentbd-
mbishopfx/cognistration-webmcp-challenge	2026-08-26T20:30:06Z	0	JavaScript	Cognistration: a human-first audio-session platform with a progressive WebMCP layer		https://github.com/mbishopfx/cognistration-webmcp-challenge
mcostigliola321/clunk-your-appliance-assistant	2026-08-26T16:35:55Z	0	TypeScript	A shared WebMCP repair bench for one fictional no-drain washer.	https://clunk-appliance-assistant.lovable.app	https://github.com/mcostigliola321/clunk-your-appliance-assistant
michalej/traceforge	2026-08-26T00:02:45Z	0	TypeScript	Agent-guided, human-approved, application-certified debugging through WebMCP		https://github.com/michalej/traceforge
michielhdoteth/deal-floor	2026-08-26T09:33:45Z	1	TypeScript	A live WebMCP marketplace where your AI agent negotiates real deals with everyone else's agents. WebMCP Challenge entry.		https://github.com/michielhdoteth/deal-floor
miko-kortelainen/guess-the-word-webmcp	2026-08-26T14:17:22Z	0	TypeScript		https://guess-the-word-webmcp.vercel.app	https://github.com/miko-kortelainen/guess-the-word-webmcp
miskaone/learn-powerplatform-fyi	2026-08-26T04:56:37Z	0	TypeScript	Mastery Gate — the site that governs what the AI is allowed to be. A PL-400 course where your own agent coaches through WebMCP tools: answer keys structurally redacted, mastery gates that register new tools when earned. OpenAI WebMCP Challenge entry.	https://learn.powerplatform.fyi/pl-400	https://github.com/miskaone/learn-powerplatform-fyi
mja00/helium-webmcp-bridge	2026-08-26T18:51:58Z	0	JavaScript	Expose a web page's WebMCP tools (navigator.modelContext) to Claude Code and other MCP clients, over native messaging instead of a debugging port		https://github.com/mja00/helium-webmcp-bridge
mouaddine78/proofdone-webmcp	2026-08-26T18:08:00Z	0	TypeScript	WebMCP resolution workspace for exact effect approval and independently observed outcomes.		https://github.com/mouaddine78/proofdone-webmcp
okok147/asympta-world	2026-08-26T15:14:28Z	0	TypeScript	A persistent pixel-art economy where humans and autonomous agents discover needs, collaborate, contract, and act through WebMCP.	https://okok147.github.io/asympta-world/	https://github.com/okok147/asympta-world
pakorn269/reviewline-webmcp	2026-08-26T01:17:34Z	0	TypeScript	WebMCP-native incident review studio — agents investigate, humans authorize.	https://pakorn269.github.io/reviewline-webmcp/	https://github.com/pakorn269/reviewline-webmcp
patelchanakya/chatbank-webmcp	2026-08-26T08:49:54Z	0	CSS	Executable help contracts for humans and WebMCP-compatible agents.		https://github.com/patelchanakya/chatbank-webmcp
paulcakeface/webmcp-one	2026-08-26T21:29:13Z	0	JavaScript	ONE — one goal, many websites, one agent. OpenAI WebMCP Challenge 2026.		https://github.com/paulcakeface/webmcp-one
piechockidaniel/restock-room	2026-08-26T07:38:31Z	0	TypeScript	WebMCP retail replenishment demo with human approval boundaries.		https://github.com/piechockidaniel/restock-room
raffieeey/grounded-route	2026-08-26T00:40:55Z	0	TypeScript	Grounded Route — WebMCP civic route-impact workspace for the OpenAI WebMCP Challenge		https://github.com/raffieeey/grounded-route
raintree-technology/flightsweeper-webmcp	2026-08-26T02:20:16Z	0	JavaScript	Policy-enforced sandbox flight purchasing through WebMCP	https://webmcp.flightsweeper.com	https://github.com/raintree-technology/flightsweeper-webmcp
rcardocg/stockmind	2026-08-26T22:13:24Z	0		WebMCP hackaton project		https://github.com/rcardocg/stockmind
respira-press/webmcp-for-wordpress	2026-08-26T15:32:37Z	0	PHP	Any WordPress site becomes agent-ready: WebMCP site tools with staged edits, approvals and rollback. Powers the first WordPress site with working site tools in ChatGPT's browser.	https://chatgpt-respira.instawp.site	https://github.com/respira-press/webmcp-for-wordpress
reversely/webmcp	2026-08-26T22:12:58Z	0	TypeScript	webmcp playground		https://github.com/reversely/webmcp
ribdsp/Traces	2026-08-26T10:16:04Z	0	TypeScript	A session replay engine an AI agent can interrogate. 17 WebMCP tools: it binary-searches the timeline for the millisecond a bug began, then tells you what it cannot see and asks you to look.	https://traces.ribdsp.com	https://github.com/ribdsp/Traces
ricardoNP51/equaltrace-webmcp	2026-08-26T05:39:53Z	0	TypeScript	Runtime protection parity for human, assistive, and WebMCP agent routes	https://ricardonp51.github.io/equaltrace-webmcp/	https://github.com/ricardoNP51/equaltrace-webmcp
run58669-maker/agentgate-webmcp	2026-08-26T03:21:55Z	0	TypeScript	AgentGate: a WebMCP protocol layer that makes web pages talk to agents (describe_page, structured receipts, risk tiers, request_human, ready)		https://github.com/run58669-maker/agentgate-webmcp
rzrizaldy/map-truth	2026-08-26T15:28:07Z	0	JavaScript	WebMCP-grounded map art. AI designs the map. OpenStreetMap keeps it true.	https://map-truth.vercel.app	https://github.com/rzrizaldy/map-truth
sahinmuratr/webmcp-live-earth	2026-08-26T18:05:17Z	0	TypeScript	Explore a living planet together with AI agents through WebMCP.	https://webmcp-live-earth.vercel.app	https://github.com/sahinmuratr/webmcp-live-earth
sohepalslamat/jackai-webmcp-studio	2026-08-26T23:34:43Z	0	TypeScript	An assistant-building studio where a human and their agent work on the same surface. Every sensitive action is governed by a deterministic consent gate enforced outside the model. Built for the OpenAI WebMCP Challenge.	https://jackai-webmcp-studio.vercel.app	https://github.com/sohepalslamat/jackai-webmcp-studio
solidfdn/ai-delegation-boundary-webmcp	2026-08-26T13:12:01Z	0	TypeScript	AI Delegation Boundary - A pull request for agent authority.	https://solidfdn.github.io/ai-delegation-boundary-webmcp/	https://github.com/solidfdn/ai-delegation-boundary-webmcp
sujalmh/webmcp-ideas	2026-08-26T05:06:32Z	0				https://github.com/sujalmh/webmcp-ideas
tdpatelgit/OpenAI-WebMCP	2026-08-26T07:48:20Z	0	TypeScript	This is the reposisitory for the Open-AI WebMCP	https://interview-webmcp.vercel.app	https://github.com/tdpatelgit/OpenAI-WebMCP
upgradedev/claimready	2026-08-26T07:40:39Z	1	JavaScript	A first notice of loss page that hands your own AI agent the insurer's policy rules as typed WebMCP tools. Filing is not one of the tools.	https://upgradedev.github.io/claimready/	https://github.com/upgradedev/claimready
vela-science/problems	2026-08-26T20:43:15Z	0	TypeScript	An agent-native workspace for cumulative science. Exact scientific state from Vela Repositories, non-authoritative hosted Work, and a WebMCP interface that lets browser agents participate without acquiring scientific authority.	https://problems.science	https://github.com/vela-science/problems
vivekyarra/Advocate	2026-08-26T10:21:34Z	1	JavaScript	WebMCP-native customer account portal where AI agents can investigate bills, outages, credits, refunds, and plan options with human approval.	https://advocate-live.vercel.app/	https://github.com/vivekyarra/Advocate
wagaba26/stillhere	2026-08-26T04:39:02Z	0	TypeScript	Business continuity infrastructure for the long tail of the web — OpenAI WebMCP Challenge submission.	https://stillhere-azure.vercel.app	https://github.com/wagaba26/stillhere
witnessops/webmcp-witnessed-refund	2026-08-26T14:42:42Z	0	TypeScript			https://github.com/witnessops/webmcp-witnessed-refund
wornpage/projects-webmcp-extension	2026-08-26T21:37:58Z	0	JavaScript	Static WebMCP challenge edition of Wornpage Projects	https://projects-webmcp-extension.pages.dev/webmcp-challenge	https://github.com/wornpage/projects-webmcp-extension
yaboijbigs/mcpencil	2026-08-26T01:10:08Z	0	TypeScript	Bring your own agent to game night — a realtime human-agent draw-and-guess game powered by WebMCP.	https://mcpencil.com	https://github.com/yaboijbigs/mcpencil
zacaiftw/agent-seo-studio	2026-08-26T01:34:09Z	0	TypeScript	WebMCP-native SEO/GEO audit studio — a human and their AI agent audit websites together. Built for the WebMCP Challenge.		https://github.com/zacaiftw/agent-seo-studio
zaeem-rafiq/nwa-growth-signal-webmcp	2026-08-26T22:37:17Z	0	JavaScript	Agent-native Northwest Arkansas municipal planning desk built with WebMCP.	https://nwa-growth-signal-webmcp.pages.dev/	https://github.com/zaeem-rafiq/nwa-growth-signal-webmcp
zkasuran/edgewright	2026-08-26T04:18:34Z	0	JavaScript	Redirect & rewrite console an agent drives and tests live in the browser (WebMCP). OpenAI WebMCP Challenge.	https://edgewright.vercel.app	https://github.com/zkasuran/edgewright
1aifanatic/inclusivepatch-webmcp-challenge	2026-08-27T15:50:17Z	0	TypeScript	WebMCP accessibility remediation and deterministic keyboard journey verification studio		https://github.com/1aifanatic/inclusivepatch-webmcp-challenge
AInoAKARI/ai-akari-webmcp-mv-atelier	2026-08-27T11:48:42Z	0	JavaScript		https://ai-akari-webmcp-mv-atelier.vercel.app	https://github.com/AInoAKARI/ai-akari-webmcp-mv-atelier
AaryaMody1301/deeptrail-webmcp	2026-08-27T16:01:03Z	0	TypeScript			https://github.com/AaryaMody1301/deeptrail-webmcp
AbinashBalaraman/skills-webmcp	2026-08-27T09:13:16Z	0	TypeScript	Universal WebMCP and MCP Server for 5,000+ developer agent skills with live browser tool discovery	https://swmcp.vercel.app/	https://github.com/AbinashBalaraman/skills-webmcp
Ac0AI/sauna-quote-xray	2026-08-27T13:59:06Z	0	TypeScript	A shared human-agent sauna quote review canvas built with WebMCP.	https://sauna.guide/tools/sauna-quote-xray	https://github.com/Ac0AI/sauna-quote-xray
Akumzy/lantern-agent-worlds	2026-08-27T19:05:18Z	0	TypeScript	AI-powered platform that uses WebMCP to turn learning goals into interactive, gamified web experiences with safe sandboxing and mastery tracking.	https://lantern-agent-worlds.akumanewton.chatgpt.site/	https://github.com/Akumzy/lantern-agent-worlds
ArtofFish/voxchain	2026-08-27T15:57:37Z	2	JavaScript	A browser-based live vocal chain with WebMCP agent control and human-owned safety.	https://voxchain.arrangedgodly.com/	https://github.com/ArtofFish/voxchain
Atsu-Taiyo/sigma-studio-webmcp	2026-08-27T18:20:42Z	0	TypeScript	Sigma Studio WebMCP submission: collaborative structured math editing for humans and AI agents		https://github.com/Atsu-Taiyo/sigma-studio-webmcp
